Course Description,Num Students,Avp GPA,Session Description, Descriptor of what it means
MODELING BUSINESS DATA,445,3.5244943820224717,96.7,Regular Academic Session
BUSINESS ANALYTICS & MODELING,923,3.726625135427952,100,Regular Academic Session
VBA & APPLICATION INTEGRATION,98,3.5910306122448974,52,Regular Academic Session
INTRO TO SPREADSHEET MODELING,347,3.679164265129683,100,Kelley Second Seven Week
PREDICT ANALYTICS/DATA MINING,315,3.7137492063492066,93.3,Kelley First Seven Week
CLOUD-BASED ANALYTICS,113,3.7494778761061944,100,Kelley Second Seven Week
PERSONAL LAW,257,3.4722840466926073,30.6,Regular Academic Session
LEGAL ENVIRONMENT OF BUSINESS,4665,3.198124115755627,96.7,Regular Academic Session
HONORS-LEGAL ENVIR OF BUS,329,3.498480243161094,94.9,Regular Academic Session
"CRIT THINK, DEC MAKING & ADVOC",201,3.565681592039801,100,Eight Week - First
BUS PLANNING AND CORPORATE LAW,131,3.297679389312977,100,Eight Week - First
LAW OF PERSONAL FIN PLANNING,77,3.805337662337662,100,Regular Academic Session
INTERNATIONAL BUSINESS LAW,87,3.9163793103448277,100,Regular Academic Session
BUSINESS & POVERTY ALLEVIATION,103,3.8138058252427185,83.3,Regular Academic Session
CLIMATE CHANGE LAW & POLICY,89,3.8249662921348317,79.1,Regular Academic Session
SPORTS INDUSTRY WORKSHOP I,49,3.981877551020408,100,Regular Academic Session
TOPICS IN BUS LAW & ETHICS,8,4.0,100,Regular Academic Session
INTELL PROP LAW & STRATEGY,11,3.491,100,Regular Academic Session
TOPICS IN BUSINESS ETHICS,124,3.7427016129032262,100,Eight Week - Second
BUS ETHICS&EQUITY IN DIVRS ORG,3472,3.6340434907834105,100,Regular Academic Session
HONORS-ETHICS&EQUIT IN DIV ORG,357,3.8117619047619047,100,Regular Academic Session
REAL ESTATE LAW,194,3.6254226804123713,100,Regular Academic Session
APPLIED DISPUTE RESOLUTION,121,3.9974876033057853,100,Eight Week - Second
CRIT THOUGHT/PRACTICAL WISDOM,113,3.4873893805309732,100,Eight Week - Second
COM FINANCE LAW:CREDTRS' RIGHT,144,3.5895972222222223,100,Kelley Second Seven Week
CORP FIN LAW & BUS PLANNING,140,3.688028571428571,100,Kelley Second Seven Week
MARKETING IN OUR WORLD TODAY,185,3.5902432432432434,97.1,Regular Academic Session
INTRODUCTION TO MARKETING,1374,3.4782350800582242,0,Regular Academic Session
MARKETING RESEARCH,914,3.6645131291028448,100,Regular Academic Session
HONORS MARKETING MANAGEMENT,597,3.8820753768844223,100,Regular Academic Session
GLOBAL SALES WORKSHOP I,64,3.972,100,Regular Academic Session
INTRO TO MKTG COMMUNICATION,415,3.0774433734939763,2.2,Regular Academic Session
RETAIL MARKETING MANAGEMENT,332,3.5693825301204822,6.4,Regular Academic Session
CONSULTATIVE SELLING,435,3.830848275862069,100,Regular Academic Session
RETAIL MARKETING ANALYTICS,130,3.6901230769230766,100,Regular Academic Session
CREATIVITY AND COMMUNICATION,809,3.7524066749072915,100,Regular Academic Session
ANALYSIS OF MARKETING DATA,862,3.50115777262181,100,Regular Academic Session
RETAIL WORKSHOP,53,4.0,100,Regular Academic Session
TOPICS IN MARKETING,151,3.8755099337748344,100,Regular Academic Session
I-CORE - MARKETING COMPONENT,4658,3.1683703306139965,100,Regular Academic Session
INTERNATIONAL MARKETING,92,3.495793478260869,100,Regular Academic Session
CONSUMER BEHAVIOR,337,3.618462908011869,100,Regular Academic Session
GLOBAL SALES WORKSHOP 2,64,3.9593125000000002,100,Regular Academic Session
BUSINESS-TO-BUSINESS MARKETING,177,3.5654971751412434,100,Regular Academic Session
ADVERTISING & IMC,129,3.2176666666666667,100,Regular Academic Session
RETAIL STRATEGY,191,3.7880575916230366,100,Regular Academic Session
SALES MANAGEMENT,274,3.4351021897810217,100,Regular Academic Session
CRM AND DIGITAL ANALYTICS,149,3.5518590604026845,100,Regular Academic Session
DIGITAL MARKETING,451,3.7981729490022174,100,Regular Academic Session
ADVANCED PROFESSIONAL SALES,42,3.7642380952380954,100,Regular Academic Session
MARKETING STRATEGY,722,3.667757617728532,100,Kelley Second Seven Week
BUS MARKETING STRATEGY & MGMT,84,3.5737976190476193,96,Kelley Second Seven Week
CONSUMER INSIGHTS,99,3.6008383838383846,84,Kelley First Seven Week
PRICING MANAGEMENT,175,3.637651428571429,93.8,Kelley Second Seven Week
BUSINESS OPERATIONS CONSULTING,48,3.883395833333333,100,Eight Week - First
INTRO TO OPERATIONS MANAGEMENT,434,3.6711889400921667,2.5,Regular Academic Session
HONORS OPERATIONS MANAGEMENT,597,3.6883634840871022,100,Regular Academic Session
SUPPLY CHAIN MGMT DIGITAL TECH,308,3.4188506493506496,100,Regular Academic Session
SUP CHAIN MGMT:GLOBAL SOURCING,278,3.3115251798561154,100,Regular Academic Session
ESSENTIALS FOR OPS CONSULTING,49,3.940734693877551,100,Eight Week - First
I-CORE - OPERATIONS COMPONENT,4658,2.896235294117647,100,Regular Academic Session
OPERATIONS PROCESSES,271,3.263889298892989,100,Regular Academic Session
LOGISTICS AND DISTRIBUTION,111,3.6074504504504503,100,Regular Academic Session
SUPPLY CHAIN CONSULT PRACTICUM,40,4.0,100,Regular Academic Session
SUPPLY CHAIN PLAN & ANALYTICS,187,3.2757967914438506,100,Regular Academic Session
INDPT STDY OPERATIONS MGMT,11,3.673,0,Regular Academic Session
PRINCIPLES OF REAL ESTATE,166,3.824831325301205,0,Regular Academic Session
INTRO TO REAL ESTATE ANALYSIS,244,2.908713114754098,100,Regular Academic Session
COMMERCIAL REAL ESTATE WKSH I,111,3.982972972972973,100,Eight Week - First
COMMERCIAL REAL ESTATE WKSH II,125,4.0,100,Eight Week - First
REAL ESTATE APPRAISALS,163,3.1465950920245396,100,Regular Academic Session
REAL ESTATE FINANC/INVEST ANLS,131,3.020572519083969,100,Regular Academic Session
REAL ESTATE PE FUND,48,4.0,100,Regular Academic Session
REAL ESTATE INVESTMENT ANALYS,89,3.4809887640449437,100,Kelley Second Seven Week
DIGITAL BUSINESS TECHNOLOGIES,440,3.6640204545454544,97.4,Regular Academic Session
TECHNOLOGY INFRASTRUCTURE,333,3.4455075075075077,91.4,Regular Academic Session
DATA DESIGN & MANAGEMENT,425,3.5137999999999994,100,Regular Academic Session
BUS APPLICATION DEVELOPMENT,256,3.3138320312500005,100,Regular Academic Session
DIGITAL ANALYSIS & DESIGN,329,3.5551458966565344,100,Regular Academic Session
WEB AND SOCIAL MEDIA ANALYTICS,259,3.3926138996139,100,Regular Academic Session
TOPICS IN INFORMATION SYSTEMS,84,3.4690833333333337,100,Regular Academic Session
BUSINESS DATA PROGRAMMING,525,3.7280742857142855,100,Regular Academic Session
INTRODUCTION TECH CONSULTING,63,4.0,100,Eight Week - First
TECH CONSULTING ESSENTIALS,62,4.0,96.8,Eight Week - First
ADV TOPICS IN MGMNT INFO SYS,172,3.7082441860465116,100,Kelley Second Seven Week
CAPSTONE PROJECT,157,3.5649681528662422,100,Regular Academic Session
THEORY DEVELOPMENT,7,3.814,85.7,Eight Week - Second
KELLEY COMPASS 1,6355,3.8283905586152644,54.2,Regular Academic Session
KELLEY COMPASS 2,4426,3.8670903750564856,100,Regular Academic Session
COMPASS 2 HONORS,223,3.9507309417040366,100,Regular Academic Session
KELLEY COMPASS 3,3810,3.8698984251968507,100,Regular Academic Session
EXPLORE ENTREPRENEURSHIP,699,3.3597668097281836,54.4,Regular Academic Session
IDEA VALID & BUS MODEL DEVELOP,439,3.434838268792711,92,Regular Academic Session
EXPLORING ENTRPRENRL ECOSYSTEM,48,3.9730833333333333,100,Eight Week - Second
NEW VENTURE MANAGEMENT,290,3.0696413793103443,0,Regular Academic Session
NEW VENTURE PLANNING,186,3.635989247311828,100,Regular Academic Session
TOPICS IN ENTREPRENEURSHIP,27,3.6,75,Regular Academic Session
CORPORATE VENTURING,149,3.617489932885906,100,Regular Academic Session
ORG & ORG CHANGE,216,3.7334351851851846,100,Regular Academic Session
NEW VENTURE BUSINESS PLANNING,68,3.9190294117647064,100,Kelley First Seven Week
PWR PERS INFLUENCE NEGOTIATION,169,3.620266272189349,86.7,Kelley Second Seven Week
VENTURE STRATEGY,70,3.765428571428572,93.5,Kelley Second Seven Week
TURNAROUND MANAGEMENT,58,3.6877068965517243,100,Non Standard Session
MANAGEMENT CONSULTING,28,3.696,100,Kelley First Seven Week
MS MANAGEMENT PRACTICUM 1,27,3.726,100,Kelley Second Seven Week
CORP ENTREPRENEURSHP & INNOVTN,42,3.7569047619047615,92.3,Kelley Second Seven Week
BUS ADMINISTRATION: INTRO,267,3.4030486891385765,10.1,Regular Academic Session
JLLC COMMUNITY DEVELOPMENT,1029,3.9478104956268236,76,Regular Academic Session
THE CONSULTING INDUSTRY,60,4.0,100,Intersession
STRUC THINK&INPERS ASP OF CONS,55,3.880163636363636,100,Eight Week - First
LIFE SCI INDST-RSCH TO PATIENT,29,3.6136551724137935,25,Non Standard Session
INFORMATION SYSTEMS CORE,173,3.4675086705202314,100,Regular Academic Session
ACADEMY INTENSIVE WEEK #1,202,3.8902277227722775,100,Kelley Academy Week 1
BUSINESS OF LIFE SCI: VALUE CH,57,3.5668245614035086,71,Kelley Second Seven Week
WASHINGTON CAMPUS PROGRAM,54,3.972111111111111,100,Intersession
MBA FOUNDATIONS CORE 1,199,3.5095628140703514,100,Non Standard Session
MBA FOUNDATIONS CORE 2,199,3.4724974874371863,100,Non Standard Session
PHD VARIABLE TOPICS COURSE,39,3.9204615384615384,100,Regular Academic Session
MANAGING & BEHAVR IN ORGANIZTN,618,3.2434951456310674,3,Regular Academic Session
LEADERSHIP-HONORS,219,3.9319726027397257,93.8,Regular Academic Session
INTRO TO HUMAN RESOURCES,239,3.8061673640167357,100,Regular Academic Session
I-CORE - LEADERSHIP COMPONENT,4658,3.2644669386002585,100,Regular Academic Session
EFFECTIVE NEGOTIATIONS,234,3.6745598290598296,100,Regular Academic Session
"LEADERSHP,TEAMWORK & DIVERSITY",273,3.912241758241758,100,Regular Academic Session
STRATEGIC HUMAN RESOURCE MGMT,218,3.388165137614679,90,Regular Academic Session
WELLS HONOR SEM IN LEADERSHIP,137,3.898496350364964,100,Regular Academic Session
FOUNDATIONS ORG BEHAV & HR MGT,26,3.681,100,Intersession
FOUNDATIONS OF LEADERSHIP,42,3.633,100,Kelley Second Seven Week
MBA LEADERSHIP ACAD - FALL,13,4.0,100,Regular Academic Session
SEM HUMAN RES: STAFFING SYS,7,3.814,85.7,Regular Academic Session
INTRO TO TURKEY,19,3.453,0,Eight Week - Second
INTRO C ASIA MONGOLIA & TIBET,113,3.24958407079646,5,Regular Academic Session
TPCS IN BALTIC-FINNISH STUDIES,6,2.617,0,Eight Week - Second
LABOR MIGRATION CENTRAL ASIA,18,3.389,5,Regular Academic Session
EURASIAN FIREWALLS,8,3.125,0,Regular Academic Session
STATE AND FAITH IN IRANIAN SOC,25,3.78,8,Regular Academic Session
TOPICS IN IRANIAN STUDIES,27,3.1813333333333333,0,Regular Academic Session
ISLAM AND ISLAMISM IN TURKEY,21,3.2572857142857137,0,Eight Week - Second
POLITICS & SOC CENTRAL ASIA,7,3.629,85.7,Regular Academic Session
SOURCES FOR CENTRAL ASIAN HIST,6,4.0,83.3,Regular Academic Session
INTRODUCTORY FINNISH I,6,3.95,16.7,Regular Academic Session
INTRODUCTORY PERSIAN I,24,3.6833750000000003,22.2,Regular Academic Session
INTRODUCTORY TURKISH I,6,3.9,0,Regular Academic Session
INTERMEDIATE PERSIAN I,6,3.833,33.3,Regular Academic Session
CHEMICAL MEASUREMENTS LAB,44,3.604727272727273,100,Regular Academic Session
ELEMENTARY CHEMISTRY 1,395,2.6654784810126584,1.9,Regular Academic Session
INTRO TO CHEMICAL PRINCIPLES,1325,2.9244603773584905,6.3,Regular Academic Session
PROB SOLVING IN GENERAL CHEM,20,0.0,5.2,Eight Week - Second
PRINC OF CHEM & BIOCHEM I,1982,2.623703329969728,7.9,Regular Academic Session
PRINC OF CHEM & BIOCHEM II,377,3.625472148541114,0,Regular Academic Session
ELEMENTARY CHEMISTRY LAB 1,237,3.572430379746835,1.1,Regular Academic Session
PRINC OF CHEM & BIOCHEM I LAB,1812,3.355020971302428,7.2,Regular Academic Session
SUPPLEMENTAL GENERAL CHEMISTRY,13,3.2156153846153845,0,Eight Week - First
EQUILIBRIA & ELECTROCHEMISTRY,71,3.3875211267605634,82.4,Regular Academic Session
ADVANCED & NANOSCALE MATERIALS,89,3.24361797752809,79.1,Regular Academic Session
ORGANIC CHEMISTRY 1 LECTURES,1502,2.6710246338215713,7.4,Regular Academic Session
ORGANIC CHEMISTRY LECTURES 2,941,2.8061806588735387,18.6,Regular Academic Session
ORGANIC CHEMISTRY LABORATORY 1,704,2.8462940340909095,0.4,Regular Academic Session
ORGANIC CHEMISTRY LABORATORY 2,40,3.6575,80,Regular Academic Session
INTRODUCTORY PHYSICAL CHEM,41,3.509756097560975,73.1,Regular Academic Session
PHYSICAL CHEM OF MOLECULES,63,3.209333333333333,97.2,Regular Academic Session
HUMAN BIOCHEMISTRY,439,3.081738041002278,0,Regular Academic Session
ADV & NANOSCALE MATERIALS LAB,39,3.6462307692307685,88.9,Regular Academic Session
ORGANIC SPECTROSCOPY,32,3.30928125,87.5,Regular Academic Session
BIOLOGICAL CHEMISTRY,246,3.0792967479674798,11.9,Regular Academic Session
BIOMOLECULES AND CATABOLISM,90,2.8534111111111113,78.6,Regular Academic Session
BIOSYNTHTC PATHWY&CNTRL MTBLSM,97,2.7299690721649488,98.2,Regular Academic Session
CHEMICAL INSTRUMENTATION,13,3.799692307692308,100,Regular Academic Session
INORGANIC SPECTROSCOPY,18,3.3499999999999996,100,Regular Academic Session
SPECTROSC METH STRUC DETERM,37,3.7161081081081075,91.7,Regular Academic Session
GRAD PROF DEV SEM,95,3.9537684210526316,100,Regular Academic Session
ADVANCED ORGANIC CHEMISTRY,33,3.5760000000000005,100,Regular Academic Session
ORGANIC REACTIONS,32,3.6029999999999998,100,Regular Academic Session
ATOMIC & MOL QUANTUM THEORY,8,3.913,87.5,Regular Academic Session
CHEMICAL STATISTICAL MECHANICS,9,3.633,100,Regular Academic Session
MACROMOLECULAR STRUCT/FUNCTION,23,3.5522173913043473,100,Eight Week - First
BIOMOLECULAR ANALYSIS/INTERACT,22,3.4453636363636364,100,Eight Week - Second
SPECTRO CHEM METH OF ANALYSIS,18,3.7389999999999994,100,Regular Academic Session
TRANSITION METAL CHEMISTRY,21,3.338,90,Regular Academic Session
PHYS MTHD IN STRUCT CHEMISTRY,7,4.0,100,Regular Academic Session
INTRO QUANTITATV BIOL/MEASURE,10,3.4,60,Eight Week - First
INTRO TO CHEMICAL BIOLOGY I,45,3.182177777777778,89.5,Eight Week - First
ADVANCED RESEARCH,374,3.9930561497326202,100,Regular Academic Session
"PRIN CHEM & BIOCHEM I, HONORS",52,3.379076923076923,30,Regular Academic Session
PRINC CHEM BIOCHM I LAB HONORS,56,3.8999642857142858,46.7,Regular Academic Session
"PRIN CHEM & BIOCH I, SCI MJR",93,3.6752903225806453,48.9,Regular Academic Session
PRINCIPLES OF ORGANIC CHEM I,18,3.333,57.9,Regular Academic Session
PRINCIPLES OF ORGANIC CHEM II,44,2.984,80.4,Regular Academic Session
ORG CHEM LAB I FOR MAJORS,230,3.372713043478261,67.1,Regular Academic Session
FUNDAMENTALS OF MATERIALS II,31,3.3673225806451614,84.6,Regular Academic Session
SUPRAMOLECULAR CHEMISTRY,22,3.627363636363637,85.7,Regular Academic Session
MATERIALS CHEMISTRY RESRCH SEM,10,3.84,100,Regular Academic Session
INTERMEDIATE INORGANIC CHEM,436,3.2099862385321094,33.5,Regular Academic Session
INTERMEDIATE INORG CHEM LAB,149,3.4027315436241605,73.9,Regular Academic Session
PHYSICAL CHEM FOR BIOCHEMISTS,49,3.3123061224489794,100,Regular Academic Session
SURVEY OF ORGANIC CHEMISTRY,40,3.2973999999999997,0,Regular Academic Session
ORGANIC CHEMISTRY RESEARCH SEM,20,3.6849500000000006,100,Regular Academic Session
ASURE CHEM RESEARCH LAB II,26,4.0,26.7,Regular Academic Session
CHEMICAL RESEARCH,102,3.9772745098039217,94.6,Regular Academic Session
TECHNIQUES OF DATA ANALYSIS,824,2.974345873786408,20.5,Regular Academic Session
INTRO TO CRIMINAL JUSTICE,1002,3.326796407185629,19.3,Regular Academic Session
THEORIES OF CRIME AND DEVIANCE,454,3.3040374449339205,35.8,Regular Academic Session
SOCIAL JUSTICE & JUSTICE SYS,173,3.001057803468208,22.2,Regular Academic Session
THE NATURE OF INQUIRY,247,2.9454655870445343,70.5,Regular Academic Session
TOPICS IN CRIMINAL JUSTICE,812,3.6108719211822664,64.4,Regular Academic Session
COURTS AND CRIMINAL JUSTICE,66,3.2927272727272725,100,Regular Academic Session
PROBATION & PAROLE,45,2.833,62.2,Regular Academic Session
POLICING DEMOCRACIES,50,3.13,32,Regular Academic Session
LAW AND SOCIAL SCIENCE,410,3.1159780487804882,51.4,Regular Academic Session
CRIME IN THE MOVIES,269,2.70217843866171,43.2,Regular Academic Session
CRIMINAL JUSTICE ETHICS,18,3.144,55,Regular Academic Session
CRIMINAL PROSECUTION,103,3.449,68.2,Regular Academic Session
CRIMINAL PROCEDURE,78,3.1615897435897433,55.6,Regular Academic Session
DISPUTE MANAGEMENT,31,3.474,39.4,Regular Academic Session
TERRORISM,91,3.3256043956043957,72.7,Regular Academic Session
MASS IMPRISONMENT,47,3.5276808510638293,64,Regular Academic Session
CRIMINAL JUSTICE MANAGEMENT,15,3.58,66.7,Regular Academic Session
ADOLESCENTS AND THE LAW,40,3.4524749999999997,73.9,Regular Academic Session
CRIME AND MADNESS,91,3.4879560439560438,64.5,Regular Academic Session
CRIME PREVENTN: ENV TECHNIQUES,26,3.3193846153846156,70,Regular Academic Session
JUVENILE DELINQUENCY,84,3.2119999999999997,75.9,Regular Academic Session
LAW OF WAR,54,3.0944814814814814,73.1,Regular Academic Session
"PRIVACY, LAW AND SECURITY",15,3.587,38.9,Regular Academic Session
SEMINAR ON WHITE-COLLAR CRIME,44,3.2954545454545454,40,Regular Academic Session
SEMINAR IN CRIMINAL JUSTICE,105,3.22387619047619,61.5,Regular Academic Session
PROSEMINAR: CRIM JUSTICE II,19,3.8631052631578946,100,Regular Academic Session
CRIME AND PUBLIC POLICY,7,3.957,85.7,Regular Academic Session
SEM:ISSUES IN CRIMNL JUSTICE,13,3.923,92.3,Regular Academic Session
FIELD EXPERIENCE IN CRIM JUS,57,3.9297719298245615,100,Regular Academic Session
ANCIENT GREEK CULTURE,242,3.084793388429752,0.7,Regular Academic Session
ROMAN CULTURE,488,2.797727459016394,0,Eight Week - Second
CLASSICAL MYTHOLOGY,851,3.2318002350176265,0,Regular Academic Session
CLASSICAL ART & ARCHAEOLOGY,177,3.143423728813559,1.6,Regular Academic Session
MED TERMS FROM GREEK & LATIN,681,3.487422907488986,0,Regular Academic Session
ANCIENT ATHLETICS,366,2.875918032786885,0,Regular Academic Session
ETHNICITY IN ANTIQUITY,21,3.286,25,Regular Academic Session
ART & ARCH OF THE AEGEAN,9,3.089,9.1,Regular Academic Session
ART & ARCHAEOLOGY OF RMN WORLD,12,2.842,7.1,Regular Academic Session
ELEMENTARY GREEK I,21,3.3048571428571427,0,Regular Academic Session
INTERMEDIATE GREEK,6,3.667,33.3,Regular Academic Session
HISTORY OF GREEK LITERATURE,7,3.914,100,Regular Academic Session
ELEMENTARY LATIN I,85,2.9271647058823524,0,Regular Academic Session
ELEMENTARY LATIN II,35,2.9002571428571433,6.3,Regular Academic Session
SECOND-YEAR LATIN I,64,3.315484375,12.5,Regular Academic Session
SECOND-YEAR LATIN II,45,3.453288888888889,0,Regular Academic Session
CATULLUS,13,3.108,46.2,Regular Academic Session
COLLINS SEMINAR,66,3.7078181818181815,0,Non Standard Session
"POLITICS, IDENTITY, RESISTANCE",29,3.437965517241379,0,Regular Academic Session
"CULTURE, THE ARTS, AND SOCIETY",150,3.6179866666666665,0,Eight Week - Second
USES OF THE PAST,68,3.314794117647059,0,Regular Academic Session
RESIDENTIAL LEARNING WORKSHOP,405,3.3252419753086424,0,Eight Week - First
WRITING THE WORLD,536,3.1885018656716415,0,Regular Academic Session
READING THE WORLD,107,3.3187663551401863,0,Regular Academic Session
IMGS OF THE SELF: EAST & WEST,87,3.5575172413793106,0,Regular Academic Session
INTRO TO POPULAR CULTURE,193,3.613010362694301,0,Regular Academic Session
WHAT'S GOOD ABOUT GOOD BOOKS?,64,3.968734375,3.3,Regular Academic Session
HONORS SEMINAR,73,3.7520821917808216,100,Regular Academic Session
COMPARATIVE LITERARY ANALYSIS,28,3.5357142857142856,7.1,Regular Academic Session
"SCI FICTN, FANTASY & WEST TRAD",101,3.3247128712871286,2.9,Regular Academic Session
LYRICS & POPULAR SONG,116,3.5551896551724136,0,Regular Academic Session
MODERN LIT&OTHER ARTS: INTRO,11,2.709,6.3,Regular Academic Session
LIT AND OTHER ARTS: 1870-1950,18,3.428,0,Regular Academic Session
CROSS-CULTURAL ENCOUNTERS,13,2.485,0,Regular Academic Session
SPEC TOPICS IN COMPARATIVE LIT,12,3.9,15.4,Regular Academic Session
MEDIEVAL LITERATURE,25,2.2917199999999998,11.1,Regular Academic Session
LITERATURE AND POLITICS,77,2.972792207792208,3.4,Regular Academic Session
LITERATURE AND IDEAS,40,2.5922,11.5,Regular Academic Session
LITERATURE AND SCIENCE,32,3.156,8.8,Regular Academic Session
INTRO CONTEMPORARY LIT STUDIES,6,4.0,50,Regular Academic Session
W LIT/INTELLECTL TRADS TO 1500,7,3.857,85.7,Regular Academic Session
